,train_loss,valid_loss,epoch
0,0.5167699545638214,0.2829340571364887,1
1,0.29747363970211244,0.2891488587273691,2
2,0.3104333532193523,0.2855456359036743,3
3,0.30133614954457666,0.2945344170192513,4
4,0.2968209075081826,0.293071748811943,5
5,0.2950232383777501,0.2953494683701375,6
6,0.295417011015922,0.30756500936046194,7
7,0.2933699443108911,0.3434120484510055,8
8,0.29393716421892485,0.29387924802087817,9
9,0.29227066974615357,0.293739237070488,10
