,train_loss,valid_loss,epoch
0,0.630797709569447,0.5300333808388626,1
1,0.4208176656530465,0.337497873320466,2
2,0.2945521187065239,0.2657627503207901,3
3,0.2627654942324418,0.25636952474507924,4
4,0.2545803439766075,0.24688678426215224,5
5,0.24721204576241249,0.24834328512882903,6
6,0.24131715809634624,0.2412647484313874,7
7,0.2365126941136591,0.2445148576942639,8
8,0.22818335291128933,0.23180646551796294,9
9,0.22278050861040125,0.2331128099858574,10
