,train_loss,valid_loss,epoch
0,0.5542514831817389,0.45160312020689025,1
1,0.40652270557214143,0.3828587491989584,2
2,0.3561409017290537,0.33596112166431014,3
3,0.3366137292623557,0.32080685892574173,4
4,0.32670653237958897,0.31212718565399783,5
5,0.3201171287713586,0.3247283601895311,6
6,0.3158698119468203,0.3007861885958746,7
7,0.31260387355083585,0.3002930853590556,8
8,0.30942854794783325,0.30249882517452525,9
9,0.3059173150917044,0.29178202727384733,10
